U+1F661	🙡	\xf0\x9f\x99\xa1	SOUTH WEST POINTING BUD
U+1F662	🙢	\xf0\x9f\x99\xa2	NORTH EAST POINTING BUD
U+1F663	🙣	\xf0\x9f\x99\xa3	SOUTH EAST POINTING BUD
U+1F664	🙤	\xf0\x9f\x99\xa4	HEAVY NORTH WEST POINTING BUD
U+1F665	🙥	\xf0\x9f\x99\xa5	HEAVY SOUTH WEST POINTING BUD
U+1F666	🙦	\xf0\x9f\x99\xa6	HEAVY NORTH EAST POINTING BUD
U+1F667	🙧	\xf0\x9f\x99\xa7	HEAVY SOUTH EAST POINTING BUD
U+1F668	🙨	\xf0\x9f\x99\xa8	HOLLOW QUILT SQUARE ORNAMENT
U+1F669	🙩	\xf0\x9f\x99\xa9	HOLLOW QUILT SQUARE ORNAMENT IN BLACK SQUARE
U+1F66A	🙪	\xf0\x9f\x99\xaa	SOLID QUILT SQUARE ORNAMENT
U+1F66B	🙫	\xf0\x9f\x99\xab	SOLID QUILT SQUARE ORNAMENT IN BLACK SQUARE
U+1F66C	🙬	\xf0\x9f\x99\xac	LEFTWARDS ROCKET
U+1F66D	🙭	\xf0\x9f\x99\xad	UPWARDS ROCKET
U+1F66E	🙮	\xf0\x9f\x99\xae	RIGHTWARDS ROCKET
U+1F66F	🙯	\xf0\x9f\x99\xaf	DOWNWARDS ROCKET
U+1F670	🙰	\xf0\x9f\x99\xb0	SCRIPT LIGATURE ET ORNAMENT
U+1F671	🙱	\xf0\x9f\x99\xb1	HEAVY SCRIPT LIGATURE ET ORNAMENT
U+1F672	🙲	\xf0\x9f\x99\xb2	LIGATURE OPEN ET ORNAMENT
U+1F673	🙳	\xf0\x9f\x99\xb3	HEAVY LIGATURE OPEN ET ORNAMENT
U+1F674	🙴	\xf0\x9f\x99\xb4	HEAVY AMPERSAND ORNAMENT
U+1F675	🙵	\xf0\x9f\x99\xb5	SWASH AMPERSAND ORNAMENT
U+1F676	🙶	\xf0\x9f\x99\xb6	SANS-SERIF HEAVY DOUBLE TURNED COMMA QUOTATION MARK ORNAMENT
U+1F677	🙷	\xf0\x9f\x99\xb7	SANS-SERIF HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT
U+1F678	🙸	\xf0\x9f\x99\xb8	SANS-SERIF HEAVY LOW DOUBLE COMMA QUOTATION MARK ORNAMENT
U+1F679	🙹	\xf0\x9f\x99\xb9	HEAVY INTERROBANG ORNAMENT
U+1F67A	🙺	\xf0\x9f\x99\xba	SANS-SERIF INTERROBANG ORNAMENT
U+1F67B	🙻	\xf0\x9f\x99\xbb	HEAVY SANS-SERIF INTERROBANG ORNAMENT
U+1F67C	🙼	\xf0\x9f\x99\xbc	VERY HEAVY SOLIDUS
U+1F67D	🙽	\xf0\x9f\x99\xbd	VERY HEAVY REVERSE SOLIDUS
U+1F67E	🙾	\xf0\x9f\x99\xbe	CHECKER BOARD
U+1F67F	🙿	\xf0\x9f\x99\xbf	REVERSE CHECKER BOARD
U+1F680	🚀	\xf0\x9f\x9a\x80	ROCKET
U+1F681	🚁	\xf0\x9f\x9a\x81	HELICOPTER
U+1F682	🚂	\xf0\x9f\x9a\x82	STEAM LOCOMOTIVE
U+1F683	🚃	\xf0\x9f\x9a\x83	RAILWAY CAR
U+1F684	🚄	\xf0\x9f\x9a\x84	HIGH-SPEED TRAIN
U+1F685	🚅	\xf0\x9f\x9a\x85	HIGH-SPEED TRAIN WITH BULLET NOSE
U+1F686	🚆	\xf0\x9f\x9a\x86	TRAIN
U+1F687	🚇	\xf0\x9f\x9a\x87	METRO
U+1F688	🚈	\xf0\x9f\x9a\x88	LIGHT RAIL
U+1F689	🚉	\xf0\x9f\x9a\x89	STATION
U+1F68A	🚊	\xf0\x9f\x9a\x8a	TRAM
U+1F68B	🚋	\xf0\x9f\x9a\x8b	TRAM CAR
U+1F68C	🚌	\xf0\x9f\x9a\x8c	BUS
U+1F68D	🚍	\xf0\x9f\x9a\x8d	ONCOMING BUS
U+1F68E	🚎	\xf0\x9f\x9a\x8e	TROLLEYBUS
U+1F68F	🚏	\xf0\x9f\x9a\x8f	BUS STOP
U+1F690	🚐	\xf0\x9f\x9a\x90	MINIBUS
U+1F691	🚑	\xf0\x9f\x9a\x91	AMBULANCE
U+1F692	🚒	\xf0\x9f\x9a\x92	FIRE ENGINE
U+1F693	🚓	\xf0\x9f\x9a\x93	POLICE CAR
U+1F694	🚔	\xf0\x9f\x9a\x94	ONCOMING POLICE CAR
U+1F695	🚕	\xf0\x9f\x9a\x95	TAXI
U+1F696	🚖	\xf0\x9f\x9a\x96	ONCOMING TAXI
U+1F697	🚗	\xf0\x9f\x9a\x97	AUTOMOBILE
U+1F698	🚘	\xf0\x9f\x9a\x98	ONCOMING AUTOMOBILE
U+1F699	🚙	\xf0\x9f\x9a\x99	RECREATIONAL VEHICLE
U+1F69A	🚚	\xf0\x9f\x9a\x9a	DELIVERY TRUCK
U+1F69B	🚛	\xf0\x9f\x9a\x9b	ARTICULATED LORRY
U+1F69C	🚜	\xf0\x9f\x9a\x9c	TRACTOR
U+1F69D	🚝	\xf0\x9f\x9a\x9d	MONORAIL
U+1F69E	🚞	\xf0\x9f\x9a\x9e	MOUNTAIN RAILWAY
U+1F69F	🚟	\xf0\x9f\x9a\x9f	SUSPENSION RAILWAY
U+1F6A0	🚠	\xf0\x9f\x9a\xa0	MOUNTAIN CABLEWAY
U+1F6A1	🚡	\xf0\x9f\x9a\xa1	AERIAL TRAMWAY
U+1F6A2	🚢	\xf0\x9f\x9a\xa2	SHIP
U+1F6A3	🚣	\xf0\x9f\x9a\xa3	ROWBOAT
U+1F6A4	🚤	\xf0\x9f\x9a\xa4	SPEEDBOAT
U+1F6A5	🚥	\xf0\x9f\x9a\xa5	HORIZONTAL TRAFFIC LIGHT
U+1F6A6	🚦	\xf0\x9f\x9a\xa6	VERTICAL TRAFFIC LIGHT
U+1F6A7	🚧	\xf0\x9f\x9a\xa7	CONSTRUCTION SIGN
U+1F6A8	🚨	\xf0\x9f\x9a\xa8	POLICE CARS REVOLVING LIGHT
U+1F6A9	🚩	\xf0\x9f\x9a\xa9	TRIANGULAR FLAG ON POST
U+1F6AA	🚪	\xf0\x9f\x9a\xaa	DOOR
U+1F6AB	🚫	\xf0\x9f\x9a\xab	NO ENTRY SIGN
U+1F6AC	🚬	\xf0\x9f\x9a\xac	SMOKING SYMBOL
U+1F6AD	🚭	\xf0\x9f\x9a\xad	NO SMOKING SYMBOL
U+1F6AE	🚮	\xf0\x9f\x9a\xae	PUT LITTER IN ITS PLACE SYMBOL
U+1F6AF	🚯	\xf0\x9f\x9a\xaf	DO NOT LITTER SYMBOL
U+1F6B0	🚰	\xf0\x9f\x9a\xb0	POTABLE WATER SYMBOL
U+1F6B1	🚱	\xf0\x9f\x9a\xb1	NON-POTABLE WATER SYMBOL
U+1F6B2	🚲	\xf0\x9f\x9a\xb2	BICYCLE
U+1F6B3	🚳	\xf0\x9f\x9a\xb3	NO BICYCLES
U+1F6B4	🚴	\xf0\x9f\x9a\xb4	BICYCLIST
U+1F6B5	🚵	\xf0\x9f\x9a\xb5	MOUNTAIN BICYCLIST
U+1F6B6	🚶	\xf0\x9f\x9a\xb6	PEDESTRIAN
U+1F6B7	🚷	\xf0\x9f\x9a\xb7	NO PEDESTRIANS
U+1F6B8	🚸	\xf0\x9f\x9a\xb8	CHILDREN CROSSING
U+1F6B9	🚹	\xf0\x9f\x9a\xb9	MENS SYMBOL
U+1F6BA	🚺	\xf0\x9f\x9a\xba	WOMENS SYMBOL
U+1F6BB	🚻	\xf0\x9f\x9a\xbb	RESTROOM
U+1F6BC	🚼	\xf0\x9f\x9a\xbc	BABY SYMBOL
U+1F6BD	🚽	\xf0\x9f\x9a\xbd	TOILET
U+1F6BE	🚾	\xf0\x9f\x9a\xbe	WATER CLOSET
U+1F6BF	🚿	\xf0\x9f\x9a\xbf	SHOWER
U+1F6C0	🛀	\xf0\x9f\x9b\x80	BATH
U+1F6C1	🛁	\xf0\x9f\x9b\x81	BATHTUB
U+1F6C2	🛂	\xf0\x9f\x9b\x82	PASSPORT CONTROL
U+1F6C3	🛃	\xf0\x9f\x9b\x83	CUSTOMS
U+1F6C4	🛄	\xf0\x9f\x9b\x84	BAGGAGE CLAIM
U+1F6C5	🛅	\xf0\x9f\x9b\x85	LEFT LUGGAGE
U+1F6C6	🛆	\xf0\x9f\x9b\x86	TRIANGLE WITH ROUNDED CORNERS
U+1F6C7	🛇	\xf0\x9f\x9b\x87	PROHIBITED SIGN
U+1F6C8	🛈	\xf0\x9f\x9b\x88	CIRCLED INFORMATION SOURCE
U+1F6C9	🛉	\xf0\x9f\x9b\x89	BOYS SYMBOL
U+1F6CA	🛊	\xf0\x9f\x9b\x8a	GIRLS SYMBOL
U+1F6CB	🛋	\xf0\x9f\x9b\x8b	COUCH AND LAMP
U+1F6CC	🛌	\xf0\x9f\x9b\x8c	SLEEPING ACCOMMODATION
U+1F6CD	🛍	\xf0\x9f\x9b\x8d	SHOPPING BAGS
U+1F6CE	🛎	\xf0\x9f\x9b\x8e	BELLHOP BELL
U+1F6CF	🛏	\xf0\x9f\x9b\x8f	BED
U+1F6D0	🛐	\xf0\x9f\x9b\x90	PLACE OF WORSHIP
U+1F6D1	🛑	\xf0\x9f\x9b\x91	OCTAGONAL SIGN
U+1F6D2	🛒	\xf0\x9f\x9b\x92	SHOPPING TROLLEY
U+1F6D3	🛓	\xf0\x9f\x9b\x93	STUPA
U+1F6D4	🛔	\xf0\x9f\x9b\x94	PAGODA
U+1F6D5	🛕	\xf0\x9f\x9b\x95	HINDU TEMPLE
U+1F6D6	🛖	\xf0\x9f\x9b\x96	HUT
U+1F6D7	🛗	\xf0\x9f\x9b\x97	ELEVATOR
U+1F6D8	🛘	\xf0\x9f\x9b\x98	
U+1F6D9	🛙	\xf0\x9f\x9b\x99	
U+1F6DA	🛚	\xf0\x9f\x9b\x9a	
U+1F6DB	🛛	\xf0\x9f\x9b\x9b	
U+1F6DC	🛜	\xf0\x9f\x9b\x9c	
U+1F6DD	🛝	\xf0\x9f\x9b\x9d	
U+1F6DE	🛞	\xf0\x9f\x9b\x9e	
U+1F6DF	🛟	\xf0\x9f\x9b\x9f	
U+1F6E0	🛠	\xf0\x9f\x9b\xa0	HAMMER AND WRENCH
U+1F6E1	🛡	\xf0\x9f\x9b\xa1	SHIELD
U+1F6E2	🛢	\xf0\x9f\x9b\xa2	OIL DRUM
U+1F6E3	🛣	\xf0\x9f\x9b\xa3	MOTORWAY
U+1F6E4	🛤	\xf0\x9f\x9b\xa4	RAILWAY TRACK
U+1F6E5	🛥	\xf0\x9f\x9b\xa5	MOTOR BOAT
U+1F6E6	🛦	\xf0\x9f\x9b\xa6	UP-POINTING MILITARY AIRPLANE
U+1F6E7	🛧	\xf0\x9f\x9b\xa7	UP-POINTING AIRPLANE
U+1F6E8	🛨	\xf0\x9f\x9b\xa8	UP-POINTING SMALL AIRPLANE
U+1F6E9	🛩	\xf0\x9f\x9b\xa9	SMALL AIRPLANE
U+1F6EA	🛪	\xf0\x9f\x9b\xaa	NORTHEAST-POINTING AIRPLANE
U+1F6EB	🛫	\xf0\x9f\x9b\xab	AIRPLANE DEPARTURE
U+1F6EC	🛬	\xf0\x9f\x9b\xac	AIRPLANE ARRIVING
U+1F6ED	🛭	\xf0\x9f\x9b\xad	
U+1F6EE	🛮	\xf0\x9f\x9b\xae	
U+1F6EF	🛯	\xf0\x9f\x9b\xaf	
U+1F6F0	🛰	\xf0\x9f\x9b\xb0	SATELLITE
U+1F6F1	🛱	\xf0\x9f\x9b\xb1	ONCOMING FIRE ENGINE
U+1F6F2	🛲	\xf0\x9f\x9b\xb2	DIESEL LOCOMOTIVE
U+1F6F3	🛳	\xf0\x9f\x9b\xb3	PASSENGER SHIP
U+1F6F4	🛴	\xf0\x9f\x9b\xb4	SCOOTER
U+1F6F5	🛵	\xf0\x9f\x9b\xb5	MOTOR SCOOTER
U+1F6F6	🛶	\xf0\x9f\x9b\xb6	CANOE
U+1F6F7	🛷	\xf0\x9f\x9b\xb7	SLED
U+1F6F8	🛸	\xf0\x9f\x9b\xb8	FLYING SAUCER
U+1F6F9	🛹	\xf0\x9f\x9b\xb9	SKATEBOARD
U+1F6FA	🛺	\xf0\x9f\x9b\xba	AUTO RICKSHAW
U+1F6FB	🛻	\xf0\x9f\x9b\xbb	PICKUP TRUCK
U+1F6FC	🛼	\xf0\x9f\x9b\xbc	ROLLER SKATE
U+1F6FD	🛽	\xf0\x9f\x9b\xbd	
U+1F6FE	🛾	\xf0\x9f\x9b\xbe	
U+1F6FF	🛿	\xf0\x9f\x9b\xbf	
U+1F700	🜀	\xf0\x9f\x9c\x80	ALCHEMICAL SYMBOL FOR QUINTESSENCE
U+1F701	🜁	\xf0\x9f\x9c\x81	ALCHEMICAL SYMBOL FOR AIR
U+1F702	🜂	\xf0\x9f\x9c\x82	ALCHEMICAL SYMBOL FOR FIRE
U+1F703	🜃	\xf0\x9f\x9c\x83	ALCHEMICAL SYMBOL FOR EARTH
U+1F704	🜄	\xf0\x9f\x9c\x84	ALCHEMICAL SYMBOL FOR WATER
U+1F705	🜅	\xf0\x9f\x9c\x85	ALCHEMICAL SYMBOL FOR AQUAFORTIS
U+1F706	🜆	\xf0\x9f\x9c\x86	ALCHEMICAL SYMBOL FOR AQUA REGIA
U+1F707	🜇	\xf0\x9f\x9c\x87	ALCHEMICAL SYMBOL FOR AQUA REGIA-2
U+1F708	🜈	\xf0\x9f\x9c\x88	ALCHEMICAL SYMBOL FOR AQUA VITAE
U+1F709	🜉	\xf0\x9f\x9c\x89	ALCHEMICAL SYMBOL FOR AQUA VITAE-2
U+1F70A	🜊	\xf0\x9f\x9c\x8a	ALCHEMICAL SYMBOL FOR VINEGAR
U+1F70B	🜋	\xf0\x9f\x9c\x8b	ALCHEMICAL SYMBOL FOR VINEGAR-2
U+1F70C	🜌	\xf0\x9f\x9c\x8c	ALCHEMICAL SYMBOL FOR VINEGAR-3
U+1F70D	🜍	\xf0\x9f\x9c\x8d	ALCHEMICAL SYMBOL FOR SULFUR
U+1F70E	🜎	\xf0\x9f\x9c\x8e	ALCHEMICAL SYMBOL FOR PHILOSOPHERS SULFUR
U+1F70F	🜏	\xf0\x9f\x9c\x8f	ALCHEMICAL SYMBOL FOR BLACK SULFUR
U+1F710	🜐	\xf0\x9f\x9c\x90	ALCHEMICAL SYMBOL FOR MERCURY SUBLIMATE
U+1F711	🜑	\xf0\x9f\x9c\x91	ALCHEMICAL SYMBOL FOR MERCURY SUBLIMATE-2
U+1F712	🜒	\xf0\x9f\x9c\x92	ALCHEMICAL SYMBOL FOR MERCURY SUBLIMATE-3
U+1F713	🜓	\xf0\x9f\x9c\x93	ALCHEMICAL SYMBOL FOR CINNABAR
U+1F714	🜔	\xf0\x9f\x9c\x94	ALCHEMICAL SYMBOL FOR SALT
U+1F715	🜕	\xf0\x9f\x9c\x95	ALCHEMICAL SYMBOL FOR NITRE
U+1F716	🜖	\xf0\x9f\x9c\x96	ALCHEMICAL SYMBOL FOR VITRIOL
U+1F717	🜗	\xf0\x9f\x9c\x97	ALCHEMICAL SYMBOL FOR VITRIOL-2
U+1F718	🜘	\xf0\x9f\x9c\x98	ALCHEMICAL SYMBOL FOR ROCK SALT
U+1F719	🜙	\xf0\x9f\x9c\x99	ALCHEMICAL SYMBOL FOR ROCK SALT-2
U+1F71A	🜚	\xf0\x9f\x9c\x9a	ALCHEMICAL SYMBOL FOR GOLD
U+1F71B	🜛	\xf0\x9f\x9c\x9b	ALCHEMICAL SYMBOL FOR SILVER
U+1F71C	🜜	\xf0\x9f\x9c\x9c	ALCHEMICAL SYMBOL FOR IRON ORE
U+1F71D	🜝	\xf0\x9f\x9c\x9d	ALCHEMICAL SYMBOL FOR IRON ORE-2
U+1F71E	🜞	\xf0\x9f\x9c\x9e	ALCHEMICAL SYMBOL FOR CROCUS OF IRON
U+1F71F	🜟	\xf0\x9f\x9c\x9f	ALCHEMICAL SYMBOL FOR REGULUS OF IRON
U+1F720	🜠	\xf0\x9f\x9c\xa0	ALCHEMICAL SYMBOL FOR COPPER ORE
U+1F721	🜡	\xf0\x9f\x9c\xa1	ALCHEMICAL SYMBOL FOR IRON-COPPER ORE
U+1F722	🜢	\xf0\x9f\x9c\xa2	ALCHEMICAL SYMBOL FOR SUBLIMATE OF COPPER
U+1F723	🜣	\xf0\x9f\x9c\xa3	ALCHEMICAL SYMBOL FOR CROCUS OF COPPER
U+1F724	🜤	\xf0\x9f\x9c\xa4	ALCHEMICAL SYMBOL FOR CROCUS OF COPPER-2
U+1F725	🜥	\xf0\x9f\x9c\xa5	ALCHEMICAL SYMBOL FOR COPPER ANTIMONIATE
U+1F726	🜦	\xf0\x9f\x9c\xa6	ALCHEMICAL SYMBOL FOR SALT OF COPPER ANTIMONIATE
U+1F727	🜧	\xf0\x9f\x9c\xa7	ALCHEMICAL SYMBOL FOR SUBLIMATE OF SALT OF COPPER
U+1F728	🜨	\xf0\x9f\x9c\xa8	ALCHEMICAL SYMBOL FOR VERDIGRIS
U+1F729	🜩	\xf0\x9f\x9c\xa9	ALCHEMICAL SYMBOL FOR TIN ORE
U+1F72A	🜪	\xf0\x9f\x9c\xaa	ALCHEMICAL SYMBOL FOR LEAD ORE
U+1F72B	🜫	\xf0\x9f\x9c\xab	ALCHEMICAL SYMBOL FOR ANTIMONY ORE
U+1F72C	🜬	\xf0\x9f\x9c\xac	ALCHEMICAL SYMBOL FOR SUBLIMATE OF ANTIMONY
U+1F72D	🜭	\xf0\x9f\x9c\xad	ALCHEMICAL SYMBOL FOR SALT OF ANTIMONY
U+1F72E	🜮	\xf0\x9f\x9c\xae	ALCHEMICAL SYMBOL FOR SUBLIMATE OF SALT OF ANTIMONY
U+1F72F	🜯	\xf0\x9f\x9c\xaf	ALCHEMICAL SYMBOL FOR VINEGAR OF ANTIMONY
U+1F730	🜰	\xf0\x9f\x9c\xb0	ALCHEMICAL SYMBOL FOR REGULUS OF ANTIMONY
U+1F731	🜱	\xf0\x9f\x9c\xb1	ALCHEMICAL SYMBOL FOR REGULUS OF ANTIMONY-2
U+1F732	🜲	\xf0\x9f\x9c\xb2	ALCHEMICAL SYMBOL FOR REGULUS
U+1F733	🜳	\xf0\x9f\x9c\xb3	ALCHEMICAL SYMBOL FOR REGULUS-2
U+1F734	🜴	\xf0\x9f\x9c\xb4	ALCHEMICAL SYMBOL FOR REGULUS-3
U+1F735	🜵	\xf0\x9f\x9c\xb5	ALCHEMICAL SYMBOL FOR REGULUS-4
U+1F736	🜶	\xf0\x9f\x9c\xb6	ALCHEMICAL SYMBOL FOR ALKALI
U+1F737	🜷	\xf0\x9f\x9c\xb7	ALCHEMICAL SYMBOL FOR ALKALI-2
U+1F738	🜸	\xf0\x9f\x9c\xb8	ALCHEMICAL SYMBOL FOR MARCASITE
U+1F739	🜹	\xf0\x9f\x9c\xb9	ALCHEMICAL SYMBOL FOR SAL-AMMONIAC
U+1F73A	🜺	\xf0\x9f\x9c\xba	ALCHEMICAL SYMBOL FOR ARSENIC
U+1F73B	🜻	\xf0\x9f\x9c\xbb	ALCHEMICAL SYMBOL FOR REALGAR
U+1F73C	🜼	\xf0\x9f\x9c\xbc	ALCHEMICAL SYMBOL FOR REALGAR-2
U+1F73D	🜽	\xf0\x9f\x9c\xbd	ALCHEMICAL SYMBOL FOR AURIPIGMENT
U+1F73E	🜾	\xf0\x9f\x9c\xbe	ALCHEMICAL SYMBOL FOR BISMUTH ORE
U+1F73F	🜿	\xf0\x9f\x9c\xbf	ALCHEMICAL SYMBOL FOR TARTAR
U+1F740	🝀	\xf0\x9f\x9d\x80	ALCHEMICAL SYMBOL FOR TARTAR-2
U+1F741	🝁	\xf0\x9f\x9d\x81	ALCHEMICAL SYMBOL FOR QUICK LIME
U+1F742	🝂	\xf0\x9f\x9d\x82	ALCHEMICAL SYMBOL FOR BORAX
U+1F743	🝃	\xf0\x9f\x9d\x83	ALCHEMICAL SYMBOL FOR BORAX-2
U+1F744	🝄	\xf0\x9f\x9d\x84	ALCHEMICAL SYMBOL FOR BORAX-3
U+1F745	🝅	\xf0\x9f\x9d\x85	ALCHEMICAL SYMBOL FOR ALUM
U+1F746	🝆	\xf0\x9f\x9d\x86	ALCHEMICAL SYMBOL FOR OIL
U+1F747	🝇	\xf0\x9f\x9d\x87	ALCHEMICAL SYMBOL FOR SPIRIT
U+1F748	🝈	\xf0\x9f\x9d\x88	ALCHEMICAL SYMBOL FOR TINCTURE
U+1F749	🝉	\xf0\x9f\x9d\x89	ALCHEMICAL SYMBOL FOR GUM
U+1F74A	🝊	\xf0\x9f\x9d\x8a	ALCHEMICAL SYMBOL FOR WAX
U+1F74B	🝋	\xf0\x9f\x9d\x8b	ALCHEMICAL SYMBOL FOR POWDER
U+1F74C	🝌	\xf0\x9f\x9d\x8c	ALCHEMICAL SYMBOL FOR CALX
U+1F74D	🝍	\xf0\x9f\x9d\x8d	ALCHEMICAL SYMBOL FOR TUTTY
U+1F74E	🝎	\xf0\x9f\x9d\x8e	ALCHEMICAL SYMBOL FOR CAPUT MORTUUM
U+1F74F	🝏	\xf0\x9f\x9d\x8f	ALCHEMICAL SYMBOL FOR SCEPTER OF JOVE
U+1F750	🝐	\xf0\x9f\x9d\x90	ALCHEMICAL SYMBOL FOR CADUCEUS
U+1F751	🝑	\xf0\x9f\x9d\x91	ALCHEMICAL SYMBOL FOR TRIDENT
U+1F752	🝒	\xf0\x9f\x9d\x92	ALCHEMICAL SYMBOL FOR STARRED TRIDENT
U+1F753	🝓	\xf0\x9f\x9d\x93	ALCHEMICAL SYMBOL FOR LODESTONE
U+1F754	🝔	\xf0\x9f\x9d\x94	ALCHEMICAL SYMBOL FOR SOAP
U+1F755	🝕	\xf0\x9f\x9d\x95	ALCHEMICAL SYMBOL FOR URINE
U+1F756	🝖	\xf0\x9f\x9d\x96	ALCHEMICAL SYMBOL FOR HORSE DUNG
U+1F757	🝗	\xf0\x9f\x9d\x97	ALCHEMICAL SYMBOL FOR ASHES
U+1F758	🝘	\xf0\x9f\x9d\x98	ALCHEMICAL SYMBOL FOR POT ASHES
U+1F759	🝙	\xf0\x9f\x9d\x99	ALCHEMICAL SYMBOL FOR BRICK
U+1F75A	🝚	\xf0\x9f\x9d\x9a	ALCHEMICAL SYMBOL FOR POWDERED BRICK
U+1F75B	🝛	\xf0\x9f\x9d\x9b	ALCHEMICAL SYMBOL FOR AMALGAM
U+1F75C	🝜	\xf0\x9f\x9d\x9c	ALCHEMICAL SYMBOL FOR STRATUM SUPER STRATUM
U+1F75D	🝝	\xf0\x9f\x9d\x9d	ALCHEMICAL SYMBOL FOR STRATUM SUPER STRATUM-2
U+1F75E	🝞	\xf0\x9f\x9d\x9e	ALCHEMICAL SYMBOL FOR SUBLIMATION
U+1F75F	🝟	\xf0\x9f\x9d\x9f	ALCHEMICAL SYMBOL FOR PRECIPITATE
U+1F760	🝠	\xf0\x9f\x9d\xa0	ALCHEMICAL SYMBOL FOR DISTILL
U+1F761	🝡	\xf0\x9f\x9d\xa1	ALCHEMICAL SYMBOL FOR DISSOLVE
U+1F762	🝢	\xf0\x9f\x9d\xa2	ALCHEMICAL SYMBOL FOR DISSOLVE-2
U+1F763	🝣	\xf0\x9f\x9d\xa3	ALCHEMICAL SYMBOL FOR PURIFY
U+1F764	🝤	\xf0\x9f\x9d\xa4	ALCHEMICAL SYMBOL FOR PUTREFACTION
U+1F765	🝥	\xf0\x9f\x9d\xa5	ALCHEMICAL SYMBOL FOR CRUCIBLE
U+1F766	🝦	\xf0\x9f\x9d\xa6	ALCHEMICAL SYMBOL FOR CRUCIBLE-2
U+1F767	🝧	\xf0\x9f\x9d\xa7	ALCHEMICAL SYMBOL FOR CRUCIBLE-3
U+1F768	🝨	\xf0\x9f\x9d\xa8	ALCHEMICAL SYMBOL FOR CRUCIBLE-4
U+1F769	🝩	\xf0\x9f\x9d\xa9	ALCHEMICAL SYMBOL FOR CRUCIBLE-5
U+1F76A	🝪	\xf0\x9f\x9d\xaa	ALCHEMICAL SYMBOL FOR ALEMBIC
U+1F76B	🝫	\xf0\x9f\x9d\xab	ALCHEMICAL SYMBOL FOR BATH OF MARY
U+1F76C	🝬	\xf0\x9f\x9d\xac	ALCHEMICAL SYMBOL FOR BATH OF VAPOURS
U+1F76D	🝭	\xf0\x9f\x9d\xad	ALCHEMICAL SYMBOL FOR RETORT
U+1F76E	🝮	\xf0\x9f\x9d\xae	ALCHEMICAL SYMBOL FOR HOUR
U+1F76F	🝯	\xf0\x9f\x9d\xaf	ALCHEMICAL SYMBOL FOR NIGHT
U+1F770	🝰	\xf0\x9f\x9d\xb0	ALCHEMICAL SYMBOL FOR DAY-NIGHT
U+1F771	🝱	\xf0\x9f\x9d\xb1	ALCHEMICAL SYMBOL FOR MONTH
U+1F772	🝲	\xf0\x9f\x9d\xb2	ALCHEMICAL SYMBOL FOR HALF DRAM
U+1F773	🝳	\xf0\x9f\x9d\xb3	ALCHEMICAL SYMBOL FOR HALF OUNCE
U+1F774	🝴	\xf0\x9f\x9d\xb4	
U+1F775	🝵	\xf0\x9f\x9d\xb5	
U+1F776	🝶	\xf0\x9f\x9d\xb6	
U+1F777	🝷	\xf0\x9f\x9d\xb7	
U+1F778	🝸	\xf0\x9f\x9d\xb8	
U+1F779	🝹	\xf0\x9f\x9d\xb9	
U+1F77A	🝺	\xf0\x9f\x9d\xba	
U+1F77B	🝻	\xf0\x9f\x9d\xbb	
U+1F77C	🝼	\xf0\x9f\x9d\xbc	
U+1F77D	🝽	\xf0\x9f\x9d\xbd	
U+1F77E	🝾	\xf0\x9f\x9d\xbe	
U+1F77F	🝿	\xf0\x9f\x9d\xbf	
U+1F780	🞀	\xf0\x9f\x9e\x80	BLACK LEFT-POINTING ISOSCELES RIGHT TRIANGLE
U+1F781	🞁	\xf0\x9f\x9e\x81	BLACK UP-POINTING ISOSCELES RIGHT TRIANGLE
U+1F782	🞂	\xf0\x9f\x9e\x82	BLACK RIGHT-POINTING ISOSCELES RIGHT TRIANGLE
U+1F783	🞃	\xf0\x9f\x9e\x83	BLACK DOWN-POINTING ISOSCELES RIGHT TRIANGLE
U+1F784	🞄	\xf0\x9f\x9e\x84	BLACK SLIGHTLY SMALL CIRCLE
U+1F785	🞅	\xf0\x9f\x9e\x85	MEDIUM BOLD WHITE CIRCLE
U+1F786	🞆	\xf0\x9f\x9e\x86	BOLD WHITE CIRCLE
U+1F787	🞇	\xf0\x9f\x9e\x87	HEAVY WHITE CIRCLE
U+1F788	🞈	\xf0\x9f\x9e\x88	VERY HEAVY WHITE CIRCLE
U+1F789	🞉	\xf0\x9f\x9e\x89	EXTREMELY HEAVY WHITE CIRCLE
U+1F78A	🞊	\xf0\x9f\x9e\x8a	WHITE CIRCLE CONTAINING BLACK SMALL CIRCLE
U+1F78B	🞋	\xf0\x9f\x9e\x8b	ROUND TARGET
U+1F78C	🞌	\xf0\x9f\x9e\x8c	BLACK TINY SQUARE
U+1F78D	🞍	\xf0\x9f\x9e\x8d	BLACK SLIGHTLY SMALL SQUARE
U+1F78E	🞎	\xf0\x9f\x9e\x8e	LIGHT WHITE SQUARE
U+1F78F	🞏	\xf0\x9f\x9e\x8f	MEDIUM WHITE SQUARE
U+1F790	🞐	\xf0\x9f\x9e\x90	BOLD WHITE SQUARE
U+1F791	🞑	\xf0\x9f\x9e\x91	HEAVY WHITE SQUARE
U+1F792	🞒	\xf0\x9f\x9e\x92	VERY HEAVY WHITE SQUARE
U+1F793	🞓	\xf0\x9f\x9e\x93	EXTREMELY HEAVY WHITE SQUARE
